,English words/sentences,French words/sentences
6741,she kept quiet,ella se quedo quieta
6742,she kicked him,ella lo pateo
6743,she kissed him,ella lo beso
6744,she kissed him,ella le beso
6745,she looked ill,ella parecia enferma
6746,she looked sad,ella se veia triste
6747,she looked sad,ella parecia triste
6748,she loves cats,ella adora los gatos
6749,she loves cats,ella ama a los gatos
6750,she loves cats,ella adora a los gatos
6751,she might come,puede que venga
6752,she might come,ella podria venir
6753,she misses him,ella lo extrana
6754,she needs this,ella necesita esto
6755,she seems rich,ella se ve adinerada
6756,she shot a gun,ella disparo un arma
6757,she sings well,ella canta bien
6758,she smells bad,ella huele mal
6759,she teased him,ella le provocaba
6760,she trusts him,ella confia en el
6761,she types well,ella teclea bien
6762,she was crying,estaba llorando
6763,she went blind,ella se quedo ciega
6764,she went blind,se quedo ciega
6765,she works hard,ella trabaja duro
6766,shes canadian,es canadiense
6767,shes canadian,ella es canadiense
6768,shes a beauty,ella es una belleza
6769,shes adorable,ella es adorable
6770,shes an angel,es un angel
6771,shes demented,ella esta demente
6772,shes innocent,es inocente
6773,shes not here,ella no esta aqui
6774,shes pregnant,ella esta embarazada
6775,shes stubborn,ella es cabezota
6776,shes stubborn,ella es testaruda
6777,should i close,deberia cerrar
6778,smoke appeared,aparecio humo
6779,smoking stinks,fumar apesta
6780,someone called,ha llamado alguien
6781,spring is here,llego la primavera
6782,spring is here,la primavera llego
6783,start counting,empieza a contar
6784,stop gossiping,dejen de chismorrear
6785,stop gossiping,dejen de copuchar
6786,stop grumbling,deja de refunfunar
6787,stop grumbling,deja de quejarte
6788,stop resisting,deja de resistirte
6789,stop screaming,deja de chillar
6790,sugar is sweet,el azucar es dulce
6791,summer is over,el verano termino
6792,summer is over,el verano se ha ido
6793,take it to tom,llevaselo a tom
6794,take that back,devuelvelo
6795,take that back,llevatelo otra vez
6796,tell everybody,diselo a todos
6797,tell the truth,deci la verdad
6798,tell the truth,di la verdad
6799,tell the truth,digan la verdad
6800,tell the truth,decid la verdad
6801,tell us a joke,contanos un chiste
6802,tell us a joke,cuentanos un chiste
6803,that is a boat,ese es un bote
6804,that is a ship,ese es un barco
6805,that is my dog,ese es mi perro
6806,that isnt tom,ese no es tom
6807,that was a lie,era mentira
6808,that was close,estuvo cerca
6809,that was great,eso estuvo genial
6810,that was harsh,eso fue aspero
6811,that was magic,eso fue magia
6812,that was magic,eso fue magico
6813,that went well,eso salio bien
6814,thatll be all,eso sera todo
6815,thatll change,cambiara
6816,thatll change,eso cambiara
6817,thats a farce,eso es una farsa
6818,thats amazing,eso es increible
6819,thats amazing,increible
6820,thats chicken,esa es una gallina
6821,thats correct,eso es correcto
6822,thats correct,es correcto
6823,thats cyanide,eso es cianuro
6824,thats evident,es evidente
6825,thats evident,esta claro
6826,thats evident,es obvio
6827,thats for you,es para ti
6828,thats helpful,eso es de ayuda
6829,thats hogwash,eso es una tonteria
6830,thats hogwash,eso es una idiotez
6831,thats illegal,eso es ilegal
6832,thats immoral,eso es inmoral
6833,thats my beer,esa es mi cerveza
6834,thats my book,ese es mi libro
6835,thats my doll,es mi bebe
6836,thats my idea,esa es mi idea
6837,thats my line,esa es mi frase
6838,thats my wife,ella es mi esposa
6839,thats not tom,ese no es tom
6840,thats obscene,eso es obsceno
6841,thats obvious,eso salta a la vista
6842,thats obvious,es obvio
6843,thats perfect,eso es perfecto
6844,thats plastic,eso es plastico
6845,thats private,eso es privado
6846,thats serious,eso es grave
6847,thats so lame,eso es tan patetico
6848,thats strange,eso es extrano
6849,thats suicide,es un suicidio
6850,thats the key,esa es la llave
6851,thats the one,es ese
6852,thats too bad,eso es una lastima
6853,thats too bad,que malo
6854,the baby cried,el bebe lloro
6855,the birds sang,los pajaros cantaban
6856,the dog barked,el perro ladraba
6857,the dog is his,el perro es suyo
6858,the flag is up,la bandera esta alzada
6859,the ice melted,el hielo se derritio
6860,the roof leaks,el techo gotea
6861,the siren blew,la sirena sono
6862,the twins sang,los gemelos cantaron
6863,their eyes met,las miradas se cruzaron
6864,their lips met,sus labios se encontraron
6865,these are good,estos estan buenos
6866,these are good,estos son buenos
6867,these are mine,estos son mios
6868,these are mine,estos son los mios
6869,these are mine,estas son las mias
6870,these are ours,estas son nuestras
6871,these are real,estas son autenticas
6872,these are real,estas son verdaderas
6873,these are real,estos son autenticos
6874,these are real,estos son reales
6875,they applauded,ellos aplaudieron
6876,they are bored,ellos son aburridos
6877,they are going,ellos se van
6878,they are happy,ellos estan felices
6879,they asked him,le preguntaron
6880,they both died,ambos murieron
6881,they bought it,ellas lo compraron
6882,they came back,volvieron
6883,they came back,regresaron
6884,they found tom,encontraron a tom
6885,they found out,ellos lo descubrieron
6886,they had a boy,tuvieron un nino
6887,they hated tom,ellos odiaban a tom
6888,they hated tom,ellas odiaban a tom
6889,they hated tom,odiaban a tom
6890,they have come,han venido
6891,they have come,ellas han venido
6892,they have come,ellos han venido
6893,they have wine,tienen vino
6894,they helped me,ellos me ayudaron
6895,they know that,saben eso
6896,they know that,lo saben
6897,they let me go,me dejaron ir
6898,they look good,parecen estar bien
6899,they look good,se ven bien
6900,they love that,les encanta eso
6901,they love that,adoran eso
6902,they loved tom,ellos amaban a tom
6903,they loved you,les encantaste
6904,they loved you,les encantabas
6905,they loved you,te querian
6906,they loved you,te quisieron
6907,they mean well,ellos son bienintencionados
6908,they need help,ellos necesitan ayuda
6909,they quarreled,ellos discutieron
6910,they ruined it,ellos lo arruinaron
6911,they said that,dijeron eso
6912,they said that,ellos dijeron eso
6913,they seem fine,parecen estar bien
6914,they smell bad,ellos huelen mal
6915,they struggled,lo pasaron mal
6916,they struggled,se esforzaron
6917,they trust tom,ellos confian en tom
6918,they want more,quieren mas
6919,they want this,quieren esto
6920,they want this,ellos quieren esto
6921,they were busy,ellos estaban ocupados
6922,they were dead,estaban muertos
6923,they were sick,estaban enfermos
6924,they were sick,estaban enfermas
6925,they were sick,ellos estaban enfermos
6926,they were sick,ellas estaban enfermas
6927,they will come,vendran
6928,they will help,ellos ayudaran
6929,they will help,ellas ayudaran
6930,they work hard,trabajan mucho
6931,theyll attack,atacaran
6932,theyll attack,ellos atacaran
6933,theyll starve,se van a morir de hambre
6934,theyre boring,ellos estan aburridos
6935,theyre broken,estan rotos
6936,theyre broken,estan estropeados
6937,theyre coming,vienen
6938,theyre family,ellos son familia
6939,theyre family,ellas son familia
6940,theyre family,son familia
6941,theyre hiding,ellos estan escondidos
6942,theyre hollow,ellos estan vacios
6943,theyre idiots,son idiotas
6944,theyre insane,estan fatal
6945,theyre insane,estan muy mal
6946,theyre insane,se les va la olla
6947,theyre insane,tienen un buen cacao mental
6948,theyre insane,estan mal de la azotea
6949,theyre insane,se les va la pinza
6950,theyre insane,estan idos de la cabeza
6951,theyre insane,estan como cabras
6952,theyre insane,estan como una cabra
6953,theyre insane,estan molidos de la cabeza
6954,theyre insane,tienen una taradura importante
6955,theyre inside,estan dentro
6956,theyre joking,estan de broma
6957,theyre trying,lo estan intentando
6958,things changed,las cosas cambiaron
6959,think about it,piensatelo
6960,think about it,piensalo
6961,think about it,piensa al respecto
6962,think about it,pienselo
6963,this dog bites,este perro muerde
6964,this dog bites,esta perra muerde
6965,this is a book,esto es un libro
6966,this is a desk,esto es una mesa
6967,this is a fact,esto es un hecho
6968,this is a harp,esto es un harpa
6969,this is a joke,esta es una broma
6970,this is a lion,este es un leon
6971,this is a mess,esto es un embrollo
6972,this is a rule,esto es una norma
6973,this is a scam,esto es una estafa
6974,this is a trap,esto es una trampa
6975,this is better,esto es mejor
6976,this is better,esto esta mejor
6977,this is boring,esto es aburrido
6978,this is boring,es aburrido
6979,this is broken,esto esta roto
6980,this is broken,esto esta quebrado
6981,this is broken,esto esta descompuesto
6982,this is broken,esto esta estropeado
6983,this is creepy,esto es espeluznante
6984,this is insane,esto es una locura
6985,this is insane,esto es de locos
6986,this is my bag,esta es mi bolsa
6987,this is my car,este es mi coche
6988,this is my car,este es mi auto
6989,this is my cat,ese es mi gato
6990,this is my cat,este es mi gato
6991,this is my cat,esta es mi gata
6992,this is my dog,este es mi perro
6993,this is my dog,ese es mi perro
6994,this is my job,este es mi trabajo
6995,this is my son,el es mi hijo
6996,this is on you,esto es culpa tuya
6997,this is on you,estas pagando por esto
6998,this is simple,esto es sencillo
6999,this is simple,es simple
7000,this is so sad,es tan triste
7001,this is theirs,esto es de ellos
7002,this must stop,esto debe parar
7003,this one works,este funciona
7004,those are good,esos son buenos
7005,those are good,esos estan buenos
7006,those are good,esas estan buenas
7007,those are mine,esos son mios
7008,those are mine,esas son mias
7009,those are nice,esas estan bien
7010,those are nice,esas son bonitas
7011,those are nice,esos son cucos
7012,throw the dice,tira los dados
7013,throw the dice,arroja los dados
7014,throw the dice,lanza el dado
7015,throw the dice,tira el dado
7016,ticket please,el billete por favor
7017,tie your shoes,atate los cordones
7018,tom apologized,tomas se disculpo
7019,tom approached,tom se acerco
7020,tom beat me up,tom me dio una paliza
7021,tom called you,tom te llamo
7022,tom came close,tom se acerco
7023,tom came early,tom vino temprano
7024,tom can answer,tom puede responder
7025,tom cant move,tom esta paralizado
7026,tom cant sing,tom no sabe cantar
7027,tom cant stay,tom no puede quedarse
7028,tom cant swim,tom no sabe nadar
7029,tom cant talk,tom no puede hablar
7030,tom cant wait,tom no puede esperar
7031,tom cant walk,tom no puede caminar
7032,tom cant walk,tom no puede andar
7033,tom cant work,tom no puede trabajar
7034,tom cooks well,tom cocina bien
7035,tom didnt ask,tom no pregunto
7036,tom didnt run,tom no corrio
7037,tom didnt win,tom no gano
7038,tom died alone,tom murio solo
7039,tom died at,tom murio a los
7040,tom died happy,tom murio feliz
7041,tom died young,tom murio joven
7042,tom drove fast,tom condujo rapido
7043,tom felt dizzy,tom se sentia mareado
7044,tom felt happy,tom se sintio feliz
7045,tom felt lucky,tom se sintio afortunado
7046,tom felt tired,tom se sentia cansado
7047,tom fired mary,tom despidio a mary
7048,tom fired once,tom disparo una vez
7049,tom found mary,tom encontro a mary
7050,tom gave blood,tom dono sangre
7051,tom got closer,tom se aproximo
7052,tom got robbed,tom fue robado
7053,tom has asthma,tom tiene asma
7054,tom hated mary,tom odiaba a mary
7055,tom hates mary,tom odia a mary
7056,tom heard mary,tom escucho a mary
7057,tom helps mary,tom ayuda a mary
7058,tom hired mary,tom contrato a mary
7059,tom improvised,tom improviso
7060,tom improvised,tom hizo una improvisacion
7061,tom intervened,tom fue el que intervino
7062,tom intervened,tom intervino
7063,tom is a blond,tomas es rubio
7064,tom is a creep,tom es un lacroso
7065,tom is a creep,tom es un guarro
7066,tom is a creep,tom es un repugnante
7067,tom is a creep,tom es un asqueroso
7068,tom is a creep,tom es un cerdomarrano
7069,tom is a creep,tom es un friki
7070,tom is a drunk,tom es un borracho
7071,tom is a dwarf,tom es enano
7072,tom is a loser,tom es un perdedor
7073,tom is a pilot,tom es piloto
7074,tom is a rebel,tom es un rebelde
7075,tom is a thief,tom es un ladron
7076,tom is ashamed,tom esta avergonzado
7077,tom is at work,tom esta en el trabajo
7078,tom is baffled,tom esta confundido
7079,tom is careful,tom es cuidadoso
7080,tom is cooking,tom esta cocinando
7081,tom is correct,tom tiene razon
7082,tom is dancing,tomas esta bailando
7083,tom is devious,tom es taimado
7084,tom is focused,tom esta concentrado
7085,tom is freaked,tom es temeroso
7086,tom is furious,tom esta furioso
7087,tom is helpful,tom es servicial
7088,tom is in jail,tom esta preso
7089,tom is in love,tom esta enamorado
7090,tom is kidding,tomas esta bromeando
7091,tom is married,tom esta casado
7092,tom is miserly,tom es tacano
7093,tom is missing,falta tomas
7094,tom is my idol,tom es mi idolo
7095,tom is my name,me llamo tom
7096,tom is naughty,tom es travieso
7097,tom is nervous,tom esta nervioso
7098,tom is on duty,tom esta de servicio
7099,tom is on hold,tom esta esperando al telefono
7100,tom is patient,tom es paciente
